region,year,month,temp_max_C,temp_avg_daily_max_C,temp_min_daily_max_C,temp_max_daily_avg_C,temp_avg_C,temp_min_daily_avg_C,temp_max_daily_min_C,temp_avg_daily_min_C,temp_min_C,dew_pt_max_C,dew_pt_avg_C,dew_pt_min_C,precipitation_max_mm,precipitation_avg_mm,precipitation_min_mm,precipitation_sum_mm,snow_depth_max_mm,snow_depth_avg_mm,snow_depth_min_mm,snow_depth_sum_mm,wind_max_kmh,wind_avg_kmh,wind_min_kmh,gust_max_kmh,gust_avg_kmh,gust_min_kmh,sea_level_preassure_max_mb,sea_level_preassure_avg_mb,sea_level_preassure_min_mb
ladakh,2016,august,9.0,4.77,1.0,5.0,2.32,-1.0,2.0,-0.74,-3.0,-0.0,-4.26,-10.0,5.5,1.57,0.0,48.6,3.9,0.68,0.0,20.999999999999996,9.0,7.13,5.0,11.0,8.42,6.0,5.5,1.57,0.0
ladakh,2016,september,3.0,-0.73,-4.0,0.0,-3.3,-7.0,-3.0,-8.1,-15.0,-5.0,-7.93,-13.0,7.8,1.24,0.0,37.2,6.6,0.36,0.0,10.899999999999999,11.0,6.07,4.0,18.0,8.33,5.0,7.8,1.24,0.0
ladakh,2016,october,1.0,-6.71,-11.0,-3.0,-10.23,-17.0,-7.0,-15.45,-28.0,-10.0,-16.84,-27.0,2.1,0.38,0.0,11.8,1.8,0.26,0.0,7.999999999999999,17.0,9.58,3.0,24.0,14.74,5.0,2.1,0.38,0.0
ladakh,2016,november,-8.0,-11.67,-14.0,-13.0,-16.37,-20.0,-14.0,-22.9,-31.0,-16.0,-20.73,-25.0,2.3,0.54,0.0,16.3,2.0,0.43,0.0,12.899999999999997,19.0,11.23,4.0,27.0,18.5,8.0,2.3,0.54,0.0
ladakh,2016,december,-7.0,-12.55,-18.0,-11.0,-17.19,-24.0,-14.0,-22.39,-33.0,-19.0,-24.19,-30.0,1.7,0.16,0.0,5.0,1.5,0.13,0.0,4.1000000000000005,18.0,12.45,5.0,31.0,22.26,9.0,1.7,0.16,0.0
ladakh,2017,january,-13.0,-18.13,-24.0,-16.0,-22.55,-35.0,-18.0,-27.84,-45.0,-17.0,-25.03,-40.0,8.4,1.19,0.0,36.8,7.2,0.98,0.0,30.4,17.0,11.39,3.0,28.0,19.06,6.0,8.4,1.19,0.0
ladakh,2017,february,-7.0,-14.36,-18.0,-11.0,-18.5,-24.0,-14.0,-24.93,-36.0,-13.0,-21.93,-30.0,2.5,0.86,0.0,24.2,2.1,0.71,0.0,19.900000000000002,24.0,13.0,5.0,33.0,21.0,6.0,2.5,0.86,0.0
ladakh,2017,march,-6.0,-12.9,-19.0,-9.0,-16.16,-23.0,-14.0,-22.58,-31.0,-12.0,-20.0,-27.0,2.5,0.96,0.0,29.8,2.1,0.78,0.0,24.2,17.0,11.87,7.0,26.0,18.65,11.0,2.5,0.96,0.0
ladakh,2017,april,-2.0,-7.9,-14.0,-6.0,-10.97,-17.0,-10.0,-18.2,-34.0,-9.0,-15.03,-24.0,14.7,1.86,0.0,55.8,12.5,1.54,0.0,46.199999999999996,22.0,10.3,4.0,29.0,15.57,7.0,14.7,1.86,0.0
ladakh,2017,may,-2.0,-4.29,-11.0,-6.0,-7.39,-15.0,-9.0,-15.52,-26.0,-8.0,-11.32,-19.0,4.4,1.15,0.0,35.8,3.8,0.6,0.0,18.499999999999996,11.0,6.55,4.0,18.0,10.19,6.0,4.4,1.15,0.0
ladakh,2017,june,4.0,-1.0,-5.0,1.0,-3.63,-8.0,-2.0,-9.8,-20.0,-2.0,-7.93,-14.0,10.4,2.65,0.0,79.4,5.3,0.76,0.0,22.699999999999996,11.0,7.27,5.0,15.0,10.57,8.0,10.4,2.65,0.0
ladakh,2017,july,7.0,4.58,1.0,4.0,1.58,-1.0,-1.0,-3.23,-6.0,-0.0,-2.13,-4.0,5.9,0.96,0.0,29.8,4.7,0.32,0.0,10.0,8.0,6.06,5.0,12.0,8.35,6.0,5.9,0.96,0.0
ladakh,2017,august,8.0,3.45,-1.0,4.0,0.55,-3.0,-0.0,-4.19,-8.0,-2.0,-5.55,-12.0,8.0,1.05,0.0,32.5,4.1,0.24,0.0,7.299999999999999,12.0,7.06,5.0,15.0,9.81,6.0,8.0,1.05,0.0
ladakh,2017,september,3.0,-0.9,-3.0,-1.0,-3.83,-6.0,-5.0,-8.2,-11.0,-5.0,-10.9,-16.0,6.3,1.18,0.0,35.5,2.7,0.28,0.0,8.3,13.0,7.3,3.0,20.0,10.7,5.0,6.3,1.18,0.0
ladakh,2017,october,-2.0,-6.74,-11.0,-6.0,-10.19,-14.0,-11.0,-14.68,-20.0,-12.0,-18.16,-23.0,3.7,0.65,0.0,20.0,3.2,0.52,0.0,16.0,14.0,8.29,4.0,25.0,13.87,5.0,3.7,0.65,0.0
ladakh,2017,november,-7.0,-12.87,-18.0,-12.0,-16.87,-22.0,-17.0,-21.17,-27.0,-18.0,-23.17,-34.0,1.1,0.18,0.0,5.5,0.9,0.12,0.0,3.6999999999999997,13.0,9.37,5.0,24.0,17.07,9.0,1.1,0.18,0.0
ladakh,2017,december,-11.0,-16.97,-22.0,-15.0,-20.84,-26.0,-18.0,-25.65,-32.0,-18.0,-25.16,-33.0,4.2,0.68,0.0,21.1,3.5,0.56,0.0,17.400000000000002,16.0,12.26,7.0,30.0,21.52,11.0,4.2,0.68,0.0
ladakh,2018,january,-14.0,-18.68,-22.0,-19.0,-23.71,-28.0,-23.0,-28.68,-34.0,-22.0,-28.94,-36.0,1.7,0.17,0.0,5.3,1.4,0.14,0.0,4.300000000000001,17.0,12.58,8.0,30.0,22.61,14.0,1.7,0.17,0.0
ladakh,2018,february,-10.0,-16.61,-21.0,-14.0,-21.04,-27.0,-19.0,-27.04,-33.0,-17.0,-25.14,-38.0,2.0,0.45,0.0,12.5,1.7,0.36,0.0,10.0,16.0,12.54,9.0,27.0,22.29,18.0,2.0,0.45,0.0
ladakh,2018,march,-4.0,-11.77,-16.0,-10.0,-16.03,-20.0,-17.0,-22.97,-28.0,-16.0,-22.68,-30.0,2.7,0.47,0.0,14.7,2.3,0.39,0.0,12.100000000000001,17.0,10.13,5.0,27.0,17.32,8.0,2.7,0.47,0.0
ladakh,2018,april,-4.0,-7.5,-13.0,-8.0,-11.23,-15.0,-13.0,-18.23,-24.0,-13.0,-18.53,-31.0,6.0,0.96,0.0,28.8,5.1,0.79,0.0,23.6,16.0,9.63,4.0,24.0,15.43,8.0,6.0,0.96,0.0
ladakh,2018,may,-2.0,-5.23,-9.0,-5.0,-8.39,-12.0,-11.0,-15.03,-21.0,-10.0,-14.39,-21.0,4.7,0.92,0.0,28.4,4.0,0.69,0.0,21.4,14.0,10.23,5.0,23.0,15.52,7.0,4.7,0.92,0.0
ladakh,2018,june,3.0,0.53,-3.0,1.0,-2.07,-5.0,-1.0,-6.27,-11.0,-1.0,-8.77,-16.0,8.4,2.13,0.0,63.8,1.3,0.2,0.0,5.9,11.0,7.73,5.0,14.0,10.3,7.0,8.4,2.13,0.0
ladakh,2018,july,8.0,4.61,-3.0,5.0,1.97,-5.0,2.0,-2.29,-8.0,-1.0,-4.1,-8.0,9.2,1.44,0.0,44.6,7.0,0.67,0.0,20.8,12.0,6.65,4.0,14.0,8.55,5.0,9.2,1.44,0.0
ladakh,2018,august,7.0,5.19,2.0,4.0,2.1,-1.0,-0.0,-2.29,-5.0,-2.0,-4.55,-10.0,4.3,0.68,0.0,21.2,3.0,0.35,0.0,10.7,13.0,7.61,5.0,16.0,9.74,6.0,4.3,0.68,0.0
ladakh,2018,september,5.0,-1.07,-7.0,2.0,-4.1,-11.0,-2.0,-8.53,-17.0,-3.0,-10.93,-22.0,6.7,1.17,0.0,35.2,5.7,0.73,0.0,22.000000000000004,11.0,8.03,4.0,19.0,11.7,6.0,6.7,1.17,0.0
ladakh,2018,october,-6.0,-9.58,-13.0,-9.0,-13.39,-18.0,-12.0,-18.35,-24.0,-11.0,-18.32,-26.0,5.6,0.95,0.0,29.3,4.6,0.77,0.0,23.8,23.0,8.9,4.0,32.0,14.97,6.0,5.6,0.95,0.0
ladakh,2018,november,-10.0,-13.9,-18.0,-13.0,-17.6,-23.0,-16.0,-22.43,-30.0,-17.0,-22.23,-31.0,4.9,0.73,0.0,22.0,4.2,0.62,0.0,18.7,18.0,11.93,6.0,29.0,20.53,9.0,4.9,0.73,0.0
ladakh,2018,december,-14.0,-18.23,-24.0,-19.0,-22.84,-28.0,-22.0,-27.84,-34.0,-22.0,-29.1,-39.0,1.6,0.19,0.0,6.0,1.4,0.15,0.0,4.7,16.0,10.39,5.0,28.0,19.1,8.0,1.6,0.19,0.0
ladakh,2019,january,-12.0,-17.19,-23.0,-17.0,-24.13,-32.0,-22.0,-30.74,-40.0,-20.0,-28.81,-38.0,8.9,1.59,0.0,49.4,7.6,1.25,0.0,38.80000000000001,16.0,12.23,7.0,30.0,22.84,13.0,8.9,1.59,0.0
ladakh,2019,february,-10.0,-15.43,-19.0,-17.0,-22.32,-28.0,-22.0,-28.96,-38.0,-20.0,-25.96,-33.0,17.3,2.9,0.0,81.2,14.7,2.35,0.0,65.69999999999999,17.0,12.5,8.0,30.0,22.75,15.0,17.3,2.9,0.0
ladakh,2019,march,-3.0,-11.55,-17.0,-10.0,-18.61,-24.0,-19.0,-26.48,-34.0,-17.0,-23.32,-30.0,5.4,1.98,0.0,61.5,4.6,1.53,0.0,47.3,16.0,11.39,5.0,30.0,20.32,9.0,5.4,1.98,0.0
ladakh,2019,april,-2.0,-4.03,-9.0,-6.0,-10.1,-18.0,-9.0,-18.67,-27.0,-11.0,-15.97,-26.0,11.2,2.0,0.0,60.0,9.5,1.38,0.0,41.49999999999999,18.0,12.53,6.0,26.0,19.83,10.0,11.2,2.0,0.0
ladakh,2019,may,3.0,-2.06,-8.0,-2.0,-7.1,-14.0,-5.0,-14.52,-26.0,-9.0,-14.42,-24.0,8.7,2.59,0.0,80.2,7.4,1.78,0.0,55.300000000000004,13.0,9.81,5.0,20.0,14.19,7.0,8.7,2.59,0.0
ladakh,2019,june,4.0,0.87,-2.0,-0.0,-3.5,-8.0,-2.0,-9.5,-19.0,-4.0,-9.67,-17.0,26.2,4.32,0.0,129.7,18.0,2.02,0.0,60.600000000000016,16.0,9.37,5.0,19.0,12.8,7.0,26.2,4.32,0.0
ladakh,2019,july,10.0,6.23,3.0,6.0,2.19,-2.0,3.0,-2.48,-9.0,3.0,-4.19,-10.0,14.5,1.89,0.0,58.5,8.7,0.7,0.0,21.7,10.0,5.42,3.0,14.0,7.0,4.0,14.5,1.89,0.0
ladakh,2019,august,9.0,6.35,-0.0,6.0,3.1,-2.0,4.0,-0.16,-5.0,2.0,-1.87,-11.0,24.9,3.05,0.0,94.6,8.9,1.22,0.0,37.8,12.0,7.77,5.0,14.0,9.26,6.0,24.9,3.05,0.0
ladakh,2019,september,8.0,3.47,-4.0,3.0,-0.67,-8.0,-1.0,-5.83,-16.0,-2.0,-10.53,-21.0,24.0,1.34,0.0,40.1,19.4,1.01,0.0,30.299999999999997,11.0,7.83,4.0,17.0,10.47,5.0,24.0,1.34,0.0
ladakh,2019,october,-1.0,-5.35,-9.0,-3.0,-11.16,-17.0,-5.0,-17.77,-24.0,-6.0,-18.1,-29.0,6.8,1.29,0.0,40.1,5.7,0.84,0.0,26.000000000000004,13.0,9.52,7.0,23.0,16.06,9.0,6.8,1.29,0.0
ladakh,2019,november,-6.0,-10.83,-19.0,-13.0,-17.43,-26.0,-18.0,-24.1,-33.0,-15.0,-22.13,-30.0,12.9,3.39,0.0,101.7,11.0,2.78,0.0,83.4,16.0,11.0,6.0,30.0,20.87,11.0,12.9,3.39,0.0
ladakh,2019,december,-13.0,-17.61,-27.0,-20.0,-24.84,-33.0,-26.0,-31.84,-39.0,-24.0,-33.29,-44.0,4.9,0.59,0.0,18.4,4.2,0.46,0.0,14.2,17.0,12.35,6.0,33.0,24.29,12.0,4.9,0.59,0.0
ladakh,2020,january,-11.0,-19.13,-26.0,-15.0,-26.55,-32.0,-19.0,-33.68,-39.0,-17.0,-31.55,-40.0,13.7,1.47,0.0,45.7,11.6,1.17,0.0,36.300000000000004,18.0,12.65,8.0,35.0,24.16,17.0,13.7,1.47,0.0
ladakh,2020,february,-8.0,-14.93,-23.0,-14.0,-23.03,-30.0,-19.0,-30.9,-38.0,-16.0,-30.03,-42.0,4.4,0.64,0.0,18.7,3.7,0.48,0.0,13.899999999999999,18.0,12.17,5.0,34.0,23.34,10.0,4.4,0.64,0.0
ladakh,2020,march,-6.0,-10.39,-14.0,-12.0,-18.29,-22.0,-19.0,-27.23,-31.0,-16.0,-24.1,-32.0,12.0,1.77,0.0,54.9,9.8,1.35,0.0,41.70000000000001,15.0,10.65,7.0,26.0,19.55,12.0,12.0,1.77,0.0
ladakh,2020,april,-2.0,-6.03,-11.0,-7.0,-13.1,-20.0,-11.0,-22.97,-30.0,-10.0,-19.6,-31.0,9.0,1.87,0.0,56.0,7.4,1.29,0.0,38.70000000000001,16.0,9.43,5.0,25.0,16.4,8.0,9.0,1.87,0.0
ladakh,2020,may,3.0,-1.71,-6.0,-3.0,-7.06,-13.0,-6.0,-14.84,-23.0,-5.0,-14.48,-22.0,10.7,1.53,0.0,47.5,6.0,0.84,0.0,26.0,12.0,8.32,4.0,21.0,13.42,6.0,10.7,1.53,0.0
ladakh,2020,june,6.0,1.83,-1.0,2.0,-1.87,-5.0,-1.0,-6.6,-12.0,-1.0,-6.5,-12.0,28.1,5.33,0.0,160.0,23.5,2.96,0.0,88.8,12.0,7.0,2.0,15.0,8.97,3.0,28.1,5.33,0.0
ladakh,2020,july,9.0,5.03,-0.0,5.0,1.58,-2.0,2.0,-2.39,-7.0,1.0,-2.68,-8.0,32.7,7.31,0.0,226.7,11.5,2.92,0.0,90.5,9.0,5.71,3.0,15.0,7.42,3.0,32.7,7.31,0.0
ladakh,2020,august,10.0,7.45,3.0,6.0,4.06,-1.0,4.0,0.29,-7.0,4.0,-0.71,-10.0,25.5,6.23,0.0,193.2,19.7,2.83,0.0,87.6,9.0,5.9,4.0,11.0,7.26,5.0,25.5,6.23,0.0
ladakh,2020,september,9.0,2.73,-3.0,5.0,-0.93,-6.0,3.0,-4.7,-12.0,1.0,-10.17,-21.0,11.3,1.59,0.0,47.8,9.3,0.96,0.0,28.9,12.0,7.8,5.0,14.0,9.57,6.0,11.3,1.59,0.0
ladakh,2020,october,-1.0,-5.03,-12.0,-5.0,-10.45,-18.0,-7.0,-16.03,-26.0,-13.0,-21.16,-30.0,4.0,0.35,0.0,10.9,3.4,0.24,0.0,7.4,14.0,10.23,4.0,25.0,16.48,7.0,4.0,0.35,0.0
ladakh,2020,november,-6.0,-11.4,-18.0,-12.0,-18.23,-24.0,-18.0,-25.03,-33.0,-14.0,-25.47,-34.0,20.2,1.6,0.0,48.1,17.2,1.26,0.0,37.7,19.0,12.0,6.0,32.0,21.9,12.0,20.2,1.6,0.0
ladakh,2020,december,-9.0,-18.19,-28.0,-16.0,-24.77,-33.0,-21.0,-31.03,-39.0,-18.0,-30.0,-45.0,10.2,1.1,0.0,34.0,8.7,0.86,0.0,26.700000000000003,17.0,12.48,5.0,33.0,24.29,10.0,10.2,1.1,0.0
lakshadweep,2010,january,29.0,28.03,27.0,28.0,27.81,27.0,28.0,27.52,27.0,24.0,22.9,21.0,10.8,0.78,0.0,24.1,0.0,0.0,0.0,0.0,22.0,12.23,3.0,30.0,16.97,4.0,10.8,0.78,0.0
lakshadweep,2010,february,29.0,28.18,28.0,29.0,28.04,28.0,28.0,27.75,27.0,24.0,23.14,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14.57,6.0,28.0,20.14,8.0,0.0,0.0,0.0
lakshadweep,2010,march,30.0,28.94,28.0,29.0,28.77,28.0,29.0,28.52,28.0,25.0,24.16,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.26,5.0,38.0,17.26,8.0,0.0,0.0,0.0
lakshadweep,2010,april,30.0,29.77,29.0,30.0,29.6,29.0,30.0,29.47,29.0,27.0,25.47,23.0,2.6,0.15,0.0,4.4,0.0,0.0,0.0,0.0,23.0,11.9,6.0,32.0,16.67,8.0,2.6,0.15,0.0
lakshadweep,2010,may,31.0,30.55,29.0,31.0,30.32,28.0,31.0,29.9,28.0,27.0,26.1,25.0,8.3,1.12,0.0,34.7,0.0,0.0,0.0,0.0,31.0,18.03,9.0,45.0,25.39,12.0,8.3,1.12,0.0
lakshadweep,2010,june,30.0,29.07,28.0,30.0,28.77,28.0,30.0,28.47,28.0,26.0,24.93,24.0,21.4,6.35,1.4,190.5,0.0,0.0,0.0,0.0,40.0,27.6,12.0,61.0,39.6,16.0,21.4,6.35,1.4
lakshadweep,2010,july,29.0,28.19,28.0,29.0,27.94,27.0,28.0,27.55,27.0,25.0,24.16,24.0,16.2,5.34,0.0,165.4,0.0,0.0,0.0,0.0,41.0,28.16,17.0,65.0,41.06,24.0,16.2,5.34,0.0
lakshadweep,2010,august,28.0,27.87,27.0,28.0,27.61,27.0,28.0,27.48,27.0,25.0,24.39,24.0,22.9,5.96,0.0,184.7,0.0,0.0,0.0,0.0,40.0,30.58,24.0,60.0,45.13,33.0,22.9,5.96,0.0
lakshadweep,2010,september,28.0,27.8,27.0,28.0,27.6,27.0,28.0,27.4,26.0,25.0,24.2,23.0,17.2,4.96,0.0,148.9,0.0,0.0,0.0,0.0,32.0,19.57,6.0,49.0,29.03,8.0,17.2,4.96,0.0
lakshadweep,2010,october,28.0,27.9,27.0,28.0,27.87,27.0,28.0,27.48,27.0,25.0,23.52,22.0,19.2,3.96,0.0,122.8,0.0,0.0,0.0,0.0,31.0,19.58,7.0,47.0,28.23,11.0,19.2,3.96,0.0
lakshadweep,2010,november,28.0,27.83,27.0,28.0,27.73,27.0,28.0,27.23,27.0,24.0,23.07,22.0,7.0,1.99,0.0,59.8,0.0,0.0,0.0,0.0,20.0,9.93,3.0,30.0,14.23,5.0,7.0,1.99,0.0
lakshadweep,2010,december,29.0,27.26,26.0,28.0,27.13,26.0,28.0,26.61,25.0,23.0,21.81,20.0,4.3,0.57,0.0,17.7,0.0,0.0,0.0,0.0,27.0,12.13,5.0,37.0,16.65,6.0,4.3,0.57,0.0
lakshadweep,2011,january,28.0,26.94,25.0,28.0,26.87,25.0,27.0,26.26,25.0,23.0,21.61,19.0,1.4,0.05,0.0,1.4,0.0,0.0,0.0,0.0,19.0,12.65,3.0,26.0,17.58,4.0,1.4,0.05,0.0
lakshadweep,2011,february,28.0,26.96,26.0,28.0,26.75,26.0,28.0,26.46,26.0,23.0,21.61,20.0,1.9,0.13,0.0,3.6,0.0,0.0,0.0,0.0,20.0,13.11,6.0,28.0,17.93,8.0,1.9,0.13,0.0
lakshadweep,2011,march,29.0,27.81,27.0,28.0,27.74,27.0,28.0,27.45,27.0,24.0,23.19,22.0,2.1,0.23,0.0,7.1,0.0,0.0,0.0,0.0,19.0,10.94,5.0,25.0,14.9,6.0,2.1,0.23,0.0
lakshadweep,2011,april,30.0,28.6,28.0,30.0,28.43,27.0,29.0,28.03,27.0,25.0,24.0,22.0,6.3,0.64,0.0,19.1,0.0,0.0,0.0,0.0,19.0,11.23,5.0,27.0,15.57,7.0,6.3,0.64,0.0
lakshadweep,2011,may,30.0,29.39,29.0,30.0,29.23,29.0,30.0,28.61,28.0,25.0,24.16,22.0,21.2,1.78,0.0,55.1,0.0,0.0,0.0,0.0,23.0,14.13,6.0,35.0,19.84,8.0,21.2,1.78,0.0
lakshadweep,2011,june,30.0,29.1,28.0,30.0,29.0,28.0,29.0,28.73,28.0,25.0,24.67,24.0,34.1,5.48,0.0,164.5,0.0,0.0,0.0,0.0,43.0,32.97,26.0,70.0,47.67,36.0,34.1,5.48,0.0
lakshadweep,2011,july,29.0,28.13,28.0,29.0,28.0,27.0,28.0,27.84,27.0,25.0,24.23,23.0,27.7,6.92,0.0,214.4,0.0,0.0,0.0,0.0,39.0,29.29,20.0,57.0,43.35,29.0,27.7,6.92,0.0
lakshadweep,2011,august,28.0,27.9,27.0,28.0,27.84,27.0,28.0,27.65,27.0,25.0,24.52,24.0,16.0,5.52,0.0,171.2,0.0,0.0,0.0,0.0,42.0,27.87,20.0,65.0,41.39,29.0,16.0,5.52,0.0
lakshadweep,2011,september,28.0,27.87,27.0,28.0,27.7,27.0,28.0,27.3,27.0,25.0,23.6,21.0,17.8,4.79,0.0,143.6,0.0,0.0,0.0,0.0,41.0,23.1,6.0,65.0,34.0,8.0,17.8,4.79,0.0
lakshadweep,2011,october,29.0,28.23,28.0,29.0,27.97,27.0,28.0,27.55,26.0,24.0,22.94,22.0,24.9,2.69,0.0,83.4,0.0,0.0,0.0,0.0,23.0,10.32,4.0,34.0,14.55,6.0,24.9,2.69,0.0
lakshadweep,2011,november,29.0,28.57,27.0,29.0,28.2,27.0,29.0,27.67,27.0,25.0,22.47,20.0,27.3,2.69,0.0,80.8,0.0,0.0,0.0,0.0,39.0,13.03,4.0,60.0,18.7,6.0,27.3,2.69,0.0
lakshadweep,2011,december,29.0,28.13,27.0,29.0,27.9,27.0,28.0,27.52,27.0,24.0,21.84,19.0,2.5,0.17,0.0,5.2,0.0,0.0,0.0,0.0,24.0,10.97,4.0,34.0,15.23,6.0,2.5,0.17,0.0
lakshadweep,2012,january,28.0,27.0,26.0,28.0,26.87,26.0,28.0,26.35,25.0,24.0,21.29,18.0,21.0,0.86,0.0,26.7,0.0,0.0,0.0,0.0,25.0,13.77,5.0,39.0,19.03,7.0,21.0,0.86,0.0
lakshadweep,2012,february,28.0,27.21,27.0,27.0,27.0,27.0,27.0,26.97,26.0,23.0,21.83,19.0,0.9,0.12,0.0,3.5,0.0,0.0,0.0,0.0,24.0,11.97,7.0,33.0,16.72,9.0,0.9,0.12,0.0
lakshadweep,2012,march,29.0,27.68,27.0,28.0,27.55,26.0,28.0,27.26,26.0,24.0,22.71,21.0,3.1,0.25,0.0,7.6,0.0,0.0,0.0,0.0,22.0,11.74,4.0,30.0,16.32,6.0,3.1,0.25,0.0
lakshadweep,2012,april,29.0,28.57,28.0,29.0,28.43,28.0,29.0,28.03,27.0,25.0,23.97,23.0,5.5,0.59,0.0,17.6,0.0,0.0,0.0,0.0,22.0,10.03,4.0,30.0,14.03,6.0,5.5,0.59,0.0
lakshadweep,2012,may,29.0,28.68,28.0,29.0,28.61,28.0,29.0,28.1,27.0,25.0,24.06,23.0,7.0,0.54,0.0,16.8,0.0,0.0,0.0,0.0,19.0,13.45,7.0,27.0,18.71,9.0,7.0,0.54,0.0
lakshadweep,2012,june,30.0,28.53,28.0,29.0,28.4,28.0,29.0,28.2,27.0,25.0,24.33,23.0,27.9,5.95,0.0,178.4,0.0,0.0,0.0,0.0,34.0,26.17,16.0,52.0,38.0,24.0,27.9,5.95,0.0
lakshadweep,2012,july,28.0,27.94,27.0,28.0,27.9,27.0,28.0,27.71,27.0,25.0,24.23,24.0,15.2,3.73,0.0,115.5,0.0,0.0,0.0,0.0,36.0,28.39,18.0,53.0,40.77,26.0,15.2,3.73,0.0
lakshadweep,2012,august,28.0,27.87,27.0,28.0,27.77,27.0,28.0,27.52,27.0,25.0,23.94,23.0,35.5,7.94,0.0,246.2,0.0,0.0,0.0,0.0,33.0,24.52,12.0,52.0,36.39,18.0,35.5,7.94,0.0
lakshadweep,2012,september,28.0,27.77,27.0,28.0,27.73,27.0,28.0,27.27,26.0,25.0,23.47,21.0,18.8,2.9,0.0,87.0,0.0,0.0,0.0,0.0,30.0,20.13,6.0,46.0,29.03,9.0,18.8,2.9,0.0
lakshadweep,2012,october,29.0,28.23,27.0,29.0,28.13,27.0,28.0,27.55,27.0,24.0,22.9,22.0,5.9,1.36,0.0,42.3,0.0,0.0,0.0,0.0,26.0,11.52,4.0,35.0,16.26,6.0,5.9,1.36,0.0
lakshadweep,2012,november,29.0,28.37,27.0,29.0,28.13,27.0,29.0,27.73,27.0,24.0,21.83,18.0,5.4,0.78,0.0,23.3,0.0,0.0,0.0,0.0,20.0,9.63,4.0,27.0,13.37,5.0,5.4,0.78,0.0
lakshadweep,2012,december,29.0,28.39,28.0,29.0,28.1,27.0,28.0,27.84,27.0,24.0,22.42,21.0,3.0,0.34,0.0,10.4,0.0,0.0,0.0,0.0,21.0,12.39,8.0,29.0,17.13,11.0,3.0,0.34,0.0
lakshadweep,2013,january,28.0,27.29,26.0,28.0,27.16,26.0,28.0,26.97,26.0,24.0,22.35,21.0,4.0,0.4,0.0,12.3,0.0,0.0,0.0,0.0,20.0,12.74,5.0,27.0,17.68,7.0,4.0,0.4,0.0
lakshadweep,2013,february,28.0,27.57,27.0,28.0,27.39,27.0,28.0,27.21,26.0,23.0,22.57,21.0,14.6,1.69,0.0,47.2,0.0,0.0,0.0,0.0,21.0,11.86,5.0,28.0,16.39,8.0,14.6,1.69,0.0
lakshadweep,2013,march,29.0,28.39,27.0,29.0,28.0,27.0,29.0,27.84,27.0,24.0,22.94,22.0,9.5,0.75,0.0,23.1,0.0,0.0,0.0,0.0,19.0,10.0,4.0,26.0,13.9,6.0,9.5,0.75,0.0
lakshadweep,2013,april,29.0,28.3,28.0,29.0,28.23,27.0,29.0,27.97,27.0,25.0,23.67,22.0,5.3,0.18,0.0,5.3,0.0,0.0,0.0,0.0,19.0,12.27,5.0,26.0,16.9,7.0,5.3,0.18,0.0
lakshadweep,2013,may,30.0,28.9,28.0,30.0,28.81,28.0,29.0,28.48,27.0,25.0,24.48,23.0,19.4,2.14,0.0,66.2,0.0,0.0,0.0,0.0,22.0,15.61,8.0,33.0,21.94,11.0,19.4,2.14,0.0
lakshadweep,2013,june,29.0,28.57,28.0,29.0,28.5,28.0,29.0,28.13,28.0,25.0,24.13,24.0,15.7,6.24,1.8,187.2,0.0,0.0,0.0,0.0,43.0,32.43,21.0,61.0,46.77,30.0,15.7,6.24,1.8
lakshadweep,2013,july,29.0,28.0,27.0,29.0,27.87,27.0,28.0,27.61,27.0,25.0,23.97,23.0,15.8,4.11,0.0,127.4,0.0,0.0,0.0,0.0,39.0,31.9,22.0,55.0,46.19,31.0,15.8,4.11,0.0
lakshadweep,2013,august,28.0,27.68,27.0,28.0,27.55,27.0,28.0,27.03,26.0,25.0,23.97,23.0,18.5,3.45,0.0,107.0,0.0,0.0,0.0,0.0,37.0,25.94,20.0,55.0,37.68,28.0,18.5,3.45,0.0
lakshadweep,2013,september,28.0,27.4,27.0,28.0,27.23,27.0,28.0,27.03,26.0,24.0,23.6,23.0,24.9,4.63,0.0,138.8,0.0,0.0,0.0,0.0,39.0,22.67,9.0,63.0,33.03,14.0,24.9,4.63,0.0
lakshadweep,2013,october,28.0,27.71,27.0,28.0,27.52,27.0,28.0,27.16,26.0,24.0,23.19,21.0,5.6,0.92,0.0,28.5,0.0,0.0,0.0,0.0,27.0,16.61,3.0,39.0,23.48,5.0,5.6,0.92,0.0
lakshadweep,2013,november,29.0,28.3,28.0,29.0,28.1,28.0,28.0,27.9,27.0,24.0,22.6,20.0,10.8,2.22,0.0,66.6,0.0,0.0,0.0,0.0,18.0,9.17,4.0,27.0,13.13,6.0,10.8,2.22,0.0
lakshadweep,2013,december,29.0,27.9,27.0,29.0,27.77,26.0,29.0,27.16,26.0,24.0,21.45,19.0,7.5,0.48,0.0,14.9,0.0,0.0,0.0,0.0,28.0,12.03,5.0,40.0,16.84,7.0,7.5,0.48,0.0
lakshadweep,2014,january,28.0,27.19,27.0,28.0,27.03,26.0,27.0,26.71,26.0,23.0,22.1,20.0,13.0,1.54,0.0,47.7,0.0,0.0,0.0,0.0,22.0,12.35,5.0,29.0,17.19,7.0,13.0,1.54,0.0
